skill_id,skill_name,category,proficiency_levels,related_careers,demand_level
12973,quality review,Domain Skill,Beginner, Data Entry Manager,0.44
12974,quality standards,Domain Skill,Intermediate,Application Development Team Manager,0.5
12975,quality standards implementation,Domain Skill,Beginner, PLANT OPERATOR,0.6
12976,quality standards.,Domain Skill,Beginner, Associate-Client Services Proj Mgmt,0.51
12977,quality system audit,Domain Skill,Beginner,ASSOCIATE QUALITY ENGINEER,0.52
12978,quality system requirements,Domain Skill,Beginner,Production Quality Improvement Manager,0.49
12979,quality systems,Domain Skill,Intermediate," Global Supplier QA Project Manager,  Customer Quality Manager",0.45
12980,quality systems (ts 16949,Domain Skill,Beginner,"Quality Manager Hopkins, MN USA",0.53
12981,quality systems implementation,Domain Skill,Beginner,Quality Manager,0.55
12982,quality tools (spc,Domain Skill,Intermediate, Quality Food Safety Manager,0.58
12983,quality tools and applications,Domain Skill,Beginner,General Supervisor Quality (GSQ),0.58
12984,quality training programs,Domain Skill,Beginner,Offshore Learning Operations Program Lead,0.48
12985,quality-focused mindset,Domain Skill,Beginner,Real World Evidence Informatician,0.49
12986,quantitative analysis,Domain Skill,Beginner," Senior Big Data Engineer, Corporate Strategy Business Analyst,  Product Analyst,  Lead Business Intelligence Data Analyst - BI Team Manager, Data Analyst, Spam Operations,  Data Analyst,  Risk Analyst, Investigations, Data Scientist, Analytics, Data Scientist, Health Technology,  Data Scientist, Researcher, Resource Tracking, Researcher, Computational Epidemiology,  Product Manager, Bundling, Data Science Manager, Analytics (Ads),  Data Insights Manager, Data Science Manager, Analytics Ads & Business Platform,  EPIDEMIOLOGIST II",0.45
12987,quantitative analysis,Domain Skill,Beginner," Senior Big Data Engineer, Corporate Strategy Business Analyst,  Product Analyst,  Lead Business Intelligence Data Analyst - BI Team Manager, Data Analyst, Spam Operations,  Data Analyst,  Risk Analyst, Investigations, Data Scientist, Analytics, Data Scientist, Health Technology,  Data Scientist, Researcher, Resource Tracking, Researcher, Computational Epidemiology,  Product Manager, Bundling, Data Science Manager, Analytics (Ads),  Data Insights Manager, Data Science Manager, Analytics Ads & Business Platform,  EPIDEMIOLOGIST II",0.45
12988,quantitative analytical skills,Domain Skill,Beginner, Portfolio Analytics Manager,0.45
12989,quantitative analytics,Domain Skill,Beginner,Senior Geophysicist,0.54
12990,quantitative and analytical tools proficiency,Domain Skill,Beginner," SVP, Customer Experience & Insights",0.55
12991,quantitative and qualitative analysis,Domain Skill,Intermediate," Sr. Analyst, Business Analytics, DCHS Initiatives Evaluation Manager",0.45
12992,quantitative coursework,Domain Skill,Intermediate,Actuarial Analyst- Exam,0.53
12993,quantitative data analysis,Hard Skill,Intermediate, Intern - SMURFS,0.63
12994,quantitative finance,Domain Skill,Intermediate,Quantitative Analyst,0.5
12995,quantitative methods,Domain Skill,Beginner,"PROJECT OFFICER, GLOBAL BURDEN OF DISEASE, Marketing Analytics Manager",0.54
12996,quantitative modeling,Domain Skill,Beginner," Business Analyst,  Energy Data Analyst,  Deep Learning Data Scientist,  Junior Quantitative Researcher",0.49
12997,quantitative research,Domain Skill,Beginner,"User Researcher - Farmington Hills, MI, Analyst, Consumer Insights,  MANAGER, DATA AND BUSINESS ANALYTICS",0.59
12998,quantitative research methods,Domain Skill,Intermediate,"Innovation Strategist, MRM//McCann, Data Analyst II",0.42
12999,quantitative rt-pcr,Domain Skill,Beginner,Research Assistant,0.54
13000,quantitative skills,Domain Skill,Beginner," Program Officer, Postsecondary,  SVP, Business Integration",0.58
13001,quantum computing,Domain Skill,Beginner,Research Intern - Cold Logic,0.47
13002,quantum information processing,Domain Skill,Intermediate, Principal Investigators – High-Tech Research,0.44
13003,quantum information sciences,Domain Skill,Intermediate,Maria Goeppert Mayer Fellowship,0.56
13004,quartz composer),Domain Skill,Intermediate,Frontend Developer,0.43
13005,query and report writing,Domain Skill,Intermediate," Data & Reporting Engineer,  Data Analyst Sr.",0.51
13006,query and report writing,Domain Skill,Intermediate," Data & Reporting Engineer,  Data Analyst Sr.",0.41
13007,query design,Domain Skill,Intermediate, Program Data Analyst,0.54
13008,query development,Domain Skill,Intermediate,Data Solutions Architect,0.53
13009,query development using ms sql server,Hard Skill,Intermediate, Clinical Database Analyst / Reports Writer (MCC-CISS),0.62
13010,query languages,Domain Skill,Beginner,Staff Data Scientist- 180760,0.56
13011,query languages (e.g.,Domain Skill,Beginner, Data Scientist Intern,0.47
13012,query languages (sql,Hard Skill,Expert," Data Scientist, Digital",0.74
13013,query languages: cypher,Domain Skill,Intermediate, Data Engineer,0.47
13014,query optimization,Domain Skill,Beginner," Software Architect - C, MSSQL, Architectural Leadership - Work from Home,  Database Administrator/Developer, Database Administrator / DBA, Aftermarket Senior Database Administrator,  Database Administrator V, SQL Server DBA",0.52
13015,query studio,Domain Skill,Intermediate, Cognos Developer,0.47
13016,query tools,Domain Skill,Beginner,Analytic Consultant 3,0.42
13017,query tuning,Domain Skill,Beginner," Senior Database Developer, Sr Database Administrator",0.48
13018,query writing,Domain Skill,Beginner,Senior Business Intelligence Analyst,0.5
13019,querying,Domain Skill,Beginner," Workforce Analytics Analyst, Epic Business Intelligence Specialist (Mgr: Baker),  Marketing Data Analyst",0.51
13020,querying and reporting,Domain Skill,Beginner,Database Manager,0.51
13021,quest ars,Domain Skill,Intermediate,Information Security Analyst- Distributed Directory Services- IAM,0.55
13022,question answering,Domain Skill,Intermediate," Junior Data Scientist,  Research Internships",0.44
13023,question answering and explanation,Domain Skill,Beginner,"Research Scientist, Aristo",0.48
13024,queueing systems (sqs,Domain Skill,Intermediate,Data Engineer (Python),0.42
13025,queuing technologies (jms,Domain Skill,Intermediate,Software Engineer 2 - Big Data/Data Warehousing,0.41
13026,quick and accurate point diagnostics on gm vehicles,Domain Skill,Beginner, GM Carline Specialist,0.43
13027,quick guides creation,Domain Skill,Beginner, IT Technical Trainer,0.43
13028,quickbooks,Domain Skill,Beginner, Bookkeeper,0.45
13029,quickbooks/netsuite or similar accounting software,Domain Skill,Intermediate,A/P and A/R Associate,0.51
13030,qunit,Domain Skill,Beginner, Front End Developer,0.46
13031,quote to cash,Domain Skill,Intermediate,Salesforce/CRM - Cloud Applications Architect,0.52
13032,r,Domain Skill,Intermediate," Analytics Engineer, Director - Artificial Intelligence (AI) Offering Lead,  Software Developer 1 - Autonomy,  Senior Mgr, Data Science, Analytic Solutions - Business Initiatives Manager, JPMorgan Chase Institute- Big Data Engineer, Solutions Sales Engineer- Big Data & Analytics,  Principal Data Engineer,  Big Data Engineer,  Software Development Engineer I,  Data Engineer IV,  Data Engineer, Sr. Big Data Engineer,  Quantitative Business Analyst, Trust and Safety, YouTube,  Business Analyst, Strategy & Analytics, Business Analyst ∞ (Maplewood, MN),  Business Intelligence Analyst,  Business Intelligence (BI) Analyst- Operations and Customer Experience,  Workforce Analytics Analyst,  International Marketing Reporting Analyst, Analytic Solutions Analyst/Senior Analyst,  Cloud IoT Architect, Data Analyst Intern, Data Analyst, Digital Gaming,  Data Analyst 1- Marketing Operations,  Data Analyst, Senior Data Analyst,  Data Extraction Analyst,  Survey Data Analyst, DATA ANALYST, Data Science Analyst - Webex Teams,  Database Analyst Intern,  Analyst, Data, Big Data Solutions Architect (Central Region), Principal Business Intelligence Data Architect,  Data Architect/Engineer, Machine Learning Big Data Engineer, Data Science Engineer, Data Science Engineer ∞ (Maplewood, MN), Data Scientist, Analytics,  Data Scientist - Analytics Engineering,  Data Scientist, Analytics - Ads Foundations, Environmental Remote Sensing Data Scientist,  Data Scientist, Data Scientist - Marketing,  Sr. Data Scientist,  Growth Data Scientist,  Data Scientist -Transit,  Data Scientist Intern,  Junior Data Scientist, DATA SCIENTIST,  Data Scientist — Applied Research,  Data Scientist, Audience Science,  DBHi Data Scientist I,  Data & Applied Scientist 2,  Distinguished Data Scientist, Data Scientist I, Data Scientist II, Data Scientist, Engineering,  Data Scientist Job,  Business Analyst, Researcher, Resource Tracking,  Senior Data Scientist, Staff Data Scientist- 180760,  Data & Applied Scientist-Analysis & Insights,  Data Designer,  Principal Data Scientist, Data Analyst - VP - CIB Treasury Services, Sr Analyst, Reporting & Analytics,  Omnichannel Analyst, Competitive Intelligence Analyst/Senior Analyst, Senior Data Engineer,  CONSULTANT - Cloud Infrastructure Services, Researcher, Computational Epidemiology,  Data Engineer - Alexa Information Experience,  Risk Assessment Analyst, Risk and Response, Data Scientist-DIS,  Assistant Director, Enterprise Data Services,  Data & Applied Scientist,  Data Analyst - Finance,  Brighter - Data Developer, Supply Chain Data Analyst 1, Manager - Customer Data Analytics, Data Science Manager, Analytics (Ads),  Manager, Data Analysis,  Manager - Data Manager, Department of Population Health,  Manager 2 Data and Analytics, Manager Advanced Analytics Job,  Analytics Manager - Data Science, Data Analytics & Reporting Manager, Deep Learning Scientist,  Deep Learning Data Scientist,  D3- Sr. NLP Deep Learning Data Scientist, Full Stack Java Developer, Front-End Focused,  Card Operations Fraud Analyst, Machine Learning Engineer, Personalization,  Machine Learning Engineer, Machine Learning Engineer,  Machine Learning Principal Audio Engineer,  2019 GDI&A Summer Intern,  Manager/Senior Manager, Fraud Risk Management – New Accounts Fraud,  Computational Specialist - ACCC, Scientific Programmer/Data Scientist (Researcher 3), Machine Learning Researcher,  Advanced Statistical Modeler,  Research Scientist II,  Fall AI Lab Internship, Researcher, Cardiovascular,  EPIDEMIOLOGIST II, Statistician I, Actuarial Analyst- Exam",0.52
13033,r,Domain Skill,Intermediate," Analytics Engineer, Director - Artificial Intelligence (AI) Offering Lead,  Software Developer 1 - Autonomy,  Senior Mgr, Data Science, Analytic Solutions - Business Initiatives Manager, JPMorgan Chase Institute- Big Data Engineer, Solutions Sales Engineer- Big Data & Analytics,  Principal Data Engineer,  Big Data Engineer,  Software Development Engineer I,  Data Engineer IV,  Data Engineer, Sr. Big Data Engineer,  Quantitative Business Analyst, Trust and Safety, YouTube,  Business Analyst, Strategy & Analytics, Business Analyst ∞ (Maplewood, MN),  Business Intelligence Analyst,  Business Intelligence (BI) Analyst- Operations and Customer Experience,  Workforce Analytics Analyst,  International Marketing Reporting Analyst, Analytic Solutions Analyst/Senior Analyst,  Cloud IoT Architect, Data Analyst Intern, Data Analyst, Digital Gaming,  Data Analyst 1- Marketing Operations,  Data Analyst, Senior Data Analyst,  Data Extraction Analyst,  Survey Data Analyst, DATA ANALYST, Data Science Analyst - Webex Teams,  Database Analyst Intern,  Analyst, Data, Big Data Solutions Architect (Central Region), Principal Business Intelligence Data Architect,  Data Architect/Engineer, Machine Learning Big Data Engineer, Data Science Engineer, Data Science Engineer ∞ (Maplewood, MN), Data Scientist, Analytics,  Data Scientist - Analytics Engineering,  Data Scientist, Analytics - Ads Foundations, Environmental Remote Sensing Data Scientist,  Data Scientist, Data Scientist - Marketing,  Sr. Data Scientist,  Growth Data Scientist,  Data Scientist -Transit,  Data Scientist Intern,  Junior Data Scientist, DATA SCIENTIST,  Data Scientist — Applied Research,  Data Scientist, Audience Science,  DBHi Data Scientist I,  Data & Applied Scientist 2,  Distinguished Data Scientist, Data Scientist I, Data Scientist II, Data Scientist, Engineering,  Data Scientist Job,  Business Analyst, Researcher, Resource Tracking,  Senior Data Scientist, Staff Data Scientist- 180760,  Data & Applied Scientist-Analysis & Insights,  Data Designer,  Principal Data Scientist, Data Analyst - VP - CIB Treasury Services, Sr Analyst, Reporting & Analytics,  Omnichannel Analyst, Competitive Intelligence Analyst/Senior Analyst, Senior Data Engineer,  CONSULTANT - Cloud Infrastructure Services, Researcher, Computational Epidemiology,  Data Engineer - Alexa Information Experience,  Risk Assessment Analyst, Risk and Response, Data Scientist-DIS,  Assistant Director, Enterprise Data Services,  Data & Applied Scientist,  Data Analyst - Finance,  Brighter - Data Developer, Supply Chain Data Analyst 1, Manager - Customer Data Analytics, Data Science Manager, Analytics (Ads),  Manager, Data Analysis,  Manager - Data Manager, Department of Population Health,  Manager 2 Data and Analytics, Manager Advanced Analytics Job,  Analytics Manager - Data Science, Data Analytics & Reporting Manager, Deep Learning Scientist,  Deep Learning Data Scientist,  D3- Sr. NLP Deep Learning Data Scientist, Full Stack Java Developer, Front-End Focused,  Card Operations Fraud Analyst, Machine Learning Engineer, Personalization,  Machine Learning Engineer, Machine Learning Engineer,  Machine Learning Principal Audio Engineer,  2019 GDI&A Summer Intern,  Manager/Senior Manager, Fraud Risk Management – New Accounts Fraud,  Computational Specialist - ACCC, Scientific Programmer/Data Scientist (Researcher 3), Machine Learning Researcher,  Advanced Statistical Modeler,  Research Scientist II,  Fall AI Lab Internship, Researcher, Cardiovascular,  EPIDEMIOLOGIST II, Statistician I, Actuarial Analyst- Exam",0.57
